             	node1  Z	node2  Z	node3  Z	node4  Z	node5  Z	node6  Z	node7  Z	node8  Z	node9  Z	node10 Z	node11 Z	node12 Z	node13 Z	node14 Z	node15 Z	node16 Z	node17 Z	node18 Z	node19 Z	node20 Z	node21 Z	node22 Z	node23 Z	node24 Z	node25 Z	node26 Z	node27 Z	node28 Z	node29 Z	node30 Z	node31 Z	node32 Z	node33 Z	node34 Z	node35 Z	node36 Z	node37 Z	node38 Z	node39 Z	node40 Z	node41 Z	node42 Z	node43 Z	node44 Z	node45 Z	node46 Z	node47 Z	node48 Z	node49 Z	node50 Z	node51 Z	node52 Z	node53 Z	node54 Z	node55 Z	node56 Z	node57 Z	node58 Z	node59 Z	node60 Z	node61 Z	node62 Z	node63 Z	node64 Z	node65 Z	node66 Z	node67 Z	node68 Z	node69 Z	node70 Z	node71 Z	node72 Z	node73 Z	node74 Z	node75 Z	node76 Z	node77 Z	node78 Z	node79 Z	node80 Z	node81 Z	node82 Z	node83 Z	node84 Z	node85 Z	node86 Z	node87 Z	node88 Z	node89 Z	node90 Z	node91 Z	node92 Z	node93 Z	node94 Z	node95 Z	node96 Z	node97 Z	node98 Z	node99 Z	node100Z	
Time=1.410000	0.048161	0.144484	0.240807	0.337130	0.433453	0.529776	0.626099	0.722423	0.818746	0.915070	1.011394	1.107719	1.204043	1.300368	1.396692	1.493017	1.589343	1.685668	1.781993	1.878319	1.974645	2.070971	2.167296	2.263622	2.359949	2.456275	2.552601	2.648927	2.745254	2.841580	2.937907	3.034233	3.130560	3.226887	3.323213	3.419540	3.515866	3.612193	3.708520	3.804846	3.901173	3.997500	4.093826	4.190153	4.286480	4.382807	4.479133	4.575460	4.671787	4.768113	4.864440	4.960767	5.057093	5.153420	5.249747	5.346073	5.442400	5.538727	5.635053	5.731380	5.827707	5.924033	6.020360	6.116686	6.213013	6.309339	6.405666	6.501993	6.598319	6.694646	6.790972	6.887298	6.983625	7.079951	7.176277	7.272604	7.368930	7.465256	7.561582	7.657908	7.754233	7.850559	7.946884	8.043210	8.139535	8.235860	8.332185	8.428509	8.524834	8.621158	8.717482	8.813806	8.910129	9.006452	9.102776	9.199099	9.295422	9.391744	9.488067	9.584390	
Time=1.420000	0.048162	0.144484	0.240807	0.337130	0.433453	0.529776	0.626100	0.722423	0.818747	0.915071	1.011395	1.107719	1.204043	1.300368	1.396692	1.493017	1.589342	1.685668	1.781993	1.878319	1.974644	2.070970	2.167296	2.263622	2.359948	2.456274	2.552601	2.648927	2.745253	2.841580	2.937906	3.034233	3.130559	3.226886	3.323213	3.419539	3.515866	3.612193	3.708519	3.804846	3.901173	3.997499	4.093826	4.190153	4.286479	4.382806	4.479133	4.575460	4.671786	4.768113	4.864440	4.960766	5.057093	5.153420	5.249746	5.346073	5.442400	5.538726	5.635053	5.731379	5.827706	5.924033	6.020359	6.116686	6.213012	6.309339	6.405665	6.501992	6.598318	6.694645	6.790971	6.887298	6.983624	7.079951	7.176277	7.272603	7.368929	7.465255	7.561581	7.657907	7.754233	7.850558	7.946883	8.043209	8.139534	8.235859	8.332183	8.428508	8.524832	8.621156	8.717480	8.813804	8.910128	9.006451	9.102774	9.199097	9.295420	9.391743	9.488065	9.584388	
Time=1.430000	0.048162	0.144485	0.240807	0.337130	0.433454	0.529777	0.626100	0.722424	0.818747	0.915071	1.011395	1.107719	1.204044	1.300368	1.396693	1.493018	1.589343	1.685668	1.781993	1.878319	1.974645	2.070970	2.167296	2.263622	2.359948	2.456274	2.552600	2.648927	2.745253	2.841580	2.937906	3.034233	3.130559	3.226886	3.323212	3.419539	3.515866	3.612193	3.708519	3.804846	3.901173	3.997500	4.093826	4.190153	4.286480	4.382807	4.479133	4.575460	4.671787	4.768113	4.864440	4.960767	5.057094	5.153420	5.249747	5.346074	5.442400	5.538727	5.635054	5.731380	5.827707	5.924033	6.020360	6.116687	6.213013	6.309340	6.405666	6.501993	6.598319	6.694646	6.790972	6.887299	6.983625	7.079951	7.176278	7.272604	7.368930	7.465256	7.561582	7.657907	7.754233	7.850558	7.946884	8.043209	8.139534	8.235859	8.332183	8.428508	8.524832	8.621156	8.717480	8.813804	8.910128	9.006451	9.102774	9.199097	9.295420	9.391743	9.488066	9.584388	
Time=1.440000	0.048162	0.144485	0.240808	0.337131	0.433454	0.529778	0.626101	0.722425	0.818749	0.915073	1.011397	1.107721	1.204045	1.300370	1.396694	1.493019	1.589344	1.685669	1.781994	1.878320	1.974645	2.070971	2.167297	2.263622	2.359948	2.456274	2.552601	2.648927	2.745253	2.841580	2.937906	3.034233	3.130559	3.226886	3.323213	3.419539	3.515866	3.612193	3.708520	3.804847	3.901173	3.997500	4.093827	4.190154	4.286481	4.382808	4.479134	4.575461	4.671788	4.768115	4.864442	4.960768	5.057095	5.153422	5.249749	5.346075	5.442402	5.538729	5.635055	5.731382	5.827709	5.924036	6.020362	6.116689	6.213016	6.309342	6.405669	6.501995	6.598322	6.694648	6.790975	6.887301	6.983627	7.079954	7.176280	7.272606	7.368932	7.465258	7.561584	7.657909	7.754235	7.850560	7.946885	8.043210	8.139535	8.235860	8.332185	8.428509	8.524834	8.621158	8.717481	8.813805	8.910129	9.006452	9.102776	9.199099	9.295422	9.391745	9.488068	9.584391	
Time=1.450000	0.048162	0.144485	0.240808	0.337132	0.433455	0.529779	0.626102	0.722426	0.818750	0.915074	1.011398	1.107722	1.204047	1.300371	1.396696	1.493020	1.589345	1.685670	1.781995	1.878321	1.974646	2.070972	2.167297	2.263623	2.359949	2.456275	2.552601	2.648927	2.745254	2.841580	2.937907	3.034233	3.130560	3.226886	3.323213	3.419540	3.515867	3.612194	3.708521	3.804847	3.901174	3.997501	4.093828	4.190155	4.286482	4.382809	4.479136	4.575463	4.671790	4.768116	4.864443	4.960770	5.057097	5.153424	5.249751	5.346078	5.442404	5.538731	5.635058	5.731385	5.827712	5.924038	6.020365	6.116692	6.213019	6.309345	6.405672	6.501998	6.598325	6.694651	6.790978	6.887304	6.983631	7.079957	7.176283	7.272609	7.368935	7.465261	7.561586	7.657912	7.754237	7.850563	7.946888	8.043213	8.139538	8.235862	8.332187	8.428511	8.524836	8.621160	8.717484	8.813808	8.910131	9.006455	9.102778	9.199102	9.295425	9.391748	9.488071	9.584394	
Time=1.460000	0.048162	0.144485	0.240809	0.337132	0.433456	0.529780	0.626103	0.722427	0.818751	0.915075	1.011399	1.107723	1.204048	1.300372	1.396697	1.493022	1.589346	1.685671	1.781996	1.878322	1.974647	2.070972	2.167298	2.263624	2.359950	2.456276	2.552602	2.648928	2.745254	2.841581	2.937907	3.034234	3.130560	3.226887	3.323214	3.419541	3.515867	3.612194	3.708521	3.804848	3.901175	3.997502	4.093829	4.190156	4.286483	4.382810	4.479137	4.575464	4.671791	4.768118	4.864445	4.960772	5.057099	5.153426	5.249753	5.346080	5.442407	5.538734	5.635061	5.731388	5.827715	5.924041	6.020368	6.116695	6.213022	6.309349	6.405675	6.502002	6.598329	6.694655	6.790981	6.887308	6.983634	7.079960	7.176286	7.272612	7.368938	7.465264	7.561589	7.657915	7.754240	7.850565	7.946890	8.043215	8.139540	8.235865	8.332189	8.428514	8.524838	8.621162	8.717486	8.813810	8.910134	9.006458	9.102781	9.199105	9.295429	9.391752	9.488075	9.584398	
Time=1.470000	0.048162	0.144486	0.240809	0.337133	0.433456	0.529780	0.626104	0.722428	0.818752	0.915076	1.011400	1.107724	1.204049	1.300373	1.396698	1.493022	1.589347	1.685672	1.781997	1.878322	1.974648	2.070973	2.167299	2.263624	2.359950	2.456276	2.552602	2.648928	2.745255	2.841581	2.937908	3.034234	3.130561	3.226888	3.323214	3.419541	3.515868	3.612195	3.708522	3.804849	3.901176	3.997503	4.093830	4.190157	4.286484	4.382812	4.479139	4.575466	4.671793	4.768120	4.864447	4.960774	5.057101	5.153428	5.249755	5.346082	5.442409	5.538736	5.635063	5.731390	5.827717	5.924044	6.020371	6.116698	6.213025	6.309352	6.405678	6.502005	6.598332	6.694658	6.790985	6.887311	6.983637	7.079963	7.176289	7.272615	7.368941	7.465267	7.561592	7.657918	7.754243	7.850568	7.946893	8.043218	8.139543	8.235868	8.332192	8.428517	8.524841	8.621165	8.717489	8.813813	8.910137	9.006461	9.102785	9.199109	9.295432	9.391756	9.488079	9.584402	
Time=1.480000	0.048162	0.144486	0.240809	0.337133	0.433456	0.529780	0.626104	0.722428	0.818752	0.915076	1.011400	1.107724	1.204049	1.300373	1.396698	1.493023	1.589347	1.685672	1.781997	1.878323	1.974648	2.070973	2.167299	2.263625	2.359951	2.456277	2.552603	2.648929	2.745255	2.841581	2.937908	3.034234	3.130561	3.226888	3.323215	3.419542	3.515869	3.612195	3.708522	3.804850	3.901177	3.997504	4.093831	4.190158	4.286485	4.382812	4.479139	4.575467	4.671794	4.768121	4.864448	4.960775	5.057102	5.153429	5.249757	5.346084	5.442411	5.538738	5.635065	5.731392	5.827719	5.924046	6.020373	6.116700	6.213027	6.309354	6.405680	6.502007	6.598334	6.694660	6.790987	6.887313	6.983639	7.079966	7.176292	7.272617	7.368943	7.465269	7.561594	7.657920	7.754245	7.850570	7.946895	8.043220	8.139545	8.235870	8.332194	8.428519	8.524843	8.621167	8.717492	8.813816	8.910140	9.006464	9.102787	9.199111	9.295435	9.391758	9.488082	9.584405	
Time=1.490000	0.048162	0.144485	0.240809	0.337132	0.433456	0.529780	0.626103	0.722427	0.818751	0.915075	1.011399	1.107724	1.204048	1.300373	1.396697	1.493022	1.589347	1.685672	1.781997	1.878322	1.974648	2.070973	2.167299	2.263625	2.359950	2.456276	2.552602	2.648929	2.745255	2.841581	2.937908	3.034234	3.130561	3.226888	3.323215	3.419541	3.515868	3.612195	3.708522	3.804849	3.901176	3.997503	4.093831	4.190158	4.286485	4.382812	4.479139	4.575466	4.671794	4.768121	4.864448	4.960775	5.057102	5.153429	5.249757	5.346084	5.442411	5.538738	5.635065	5.731392	5.827719	5.924046	6.020373	6.116700	6.213027	6.309354	6.405681	6.502008	6.598334	6.694661	6.790987	6.887314	6.983640	7.079966	7.176292	7.272618	7.368944	7.465269	7.561595	7.657921	7.754246	7.850571	7.946896	8.043221	8.139546	8.235871	8.332195	8.428520	8.524844	8.621168	8.717493	8.813817	8.910141	9.006465	9.102788	9.199112	9.295436	9.391759	9.488083	9.584406	
Time=1.500000	0.048162	0.144485	0.240808	0.337132	0.433455	0.529779	0.626102	0.722426	0.818750	0.915074	1.011398	1.107722	1.204047	1.300371	1.396696	1.493021	1.589346	1.685671	1.781996	1.878321	1.974647	2.070972	2.167298	2.263624	2.359950	2.456276	2.552602	2.648928	2.745254	2.841581	2.937907	3.034234	3.130560	3.226887	3.323214	3.419541	3.515867	3.612194	3.708521	3.804848	3.901175	3.997502	4.093829	4.190157	4.286484	4.382811	4.479138	4.575465	4.671792	4.768119	4.864447	4.960774	5.057101	5.153428	5.249755	5.346082	5.442409	5.538737	5.635064	5.731391	5.827718	5.924045	6.020372	6.116699	6.213026	6.309352	6.405679	6.502006	6.598332	6.694659	6.790985	6.887312	6.983638	7.079964	7.176290	7.272616	7.368942	7.465268	7.561594	7.657919	7.754244	7.850570	7.946895	8.043220	8.139545	8.235870	8.332194	8.428519	8.524843	8.621167	8.717491	8.813816	8.910139	9.006463	9.102787	9.199110	9.295434	9.391757	9.488081	9.584404	
Time=1.510000	0.048162	0.144485	0.240808	0.337131	0.433454	0.529777	0.626101	0.722424	0.818748	0.915072	1.011396	1.107720	1.204045	1.300369	1.396694	1.493019	1.589344	1.685669	1.781994	1.878319	1.974645	2.070971	2.167296	2.263622	2.359948	2.456274	2.552600	2.648926	2.745253	2.841579	2.937906	3.034232	3.130559	3.226885	3.323212	3.419539	3.515866	3.612193	3.708519	3.804846	3.901173	3.997500	4.093827	4.190154	4.286481	4.382808	4.479135	4.575462	4.671789	4.768117	4.864444	4.960771	5.057098	5.153425	5.249752	5.346079	5.442406	5.538733	5.635060	5.731387	5.827714	5.924041	6.020368	6.116695	6.213022	6.309348	6.405675	6.502002	6.598328	6.694655	6.790981	6.887308	6.983634	7.079960	7.176286	7.272612	7.368938	7.465264	7.561590	7.657915	7.754241	7.850566	7.946891	8.043216	8.139541	8.235866	8.332191	8.428515	8.524840	8.621164	8.717488	8.813812	8.910135	9.006459	9.102782	9.199106	9.295429	9.391752	9.488075	9.584398	
Time=1.520000	0.048161	0.144484	0.240807	0.337130	0.433453	0.529776	0.626099	0.722423	0.818746	0.915070	1.011394	1.107718	1.204042	1.300367	1.396691	1.493016	1.589341	1.685666	1.781992	1.878317	1.974643	2.070968	2.167294	2.263620	2.359946	2.456272	2.552598	2.648924	2.745251	2.841577	2.937904	3.034230	3.130557	3.226883	3.323210	3.419537	3.515863	3.612190	3.708517	3.804844	3.901170	3.997497	4.093824	4.190151	4.286478	4.382805	4.479132	4.575459	4.671786	4.768113	4.864440	4.960766	5.057093	5.153420	5.249747	5.346074	5.442401	5.538728	5.635055	5.731382	5.827709	5.924035	6.020362	6.116689	6.213016	6.309342	6.405669	6.501996	6.598322	6.694649	6.790975	6.887301	6.983628	7.079954	7.176280	7.272606	7.368932	7.465258	7.561584	7.657909	7.754235	7.850560	7.946886	8.043211	8.139536	8.235860	8.332185	8.428509	8.524834	8.621158	8.717481	8.813805	8.910129	9.006452	9.102775	9.199098	9.295422	9.391744	9.488067	9.584390	
Time=1.530000	0.048161	0.144484	0.240806	0.337129	0.433452	0.529775	0.626098	0.722421	0.818744	0.915068	1.011392	1.107716	1.204040	1.300364	1.396689	1.493014	1.589339	1.685664	1.781989	1.878314	1.974640	2.070966	2.167291	2.263617	2.359943	2.456269	2.552595	2.648922	2.745248	2.841574	2.937901	3.034227	3.130554	3.226880	3.323207	3.419534	3.515860	3.612187	3.708514	3.804840	3.901167	3.997494	4.093821	4.190147	4.286474	4.382801	4.479128	4.575454	4.671781	4.768108	4.864435	4.960761	5.057088	5.153415	5.249742	5.346068	5.442395	5.538722	5.635049	5.731375	5.827702	5.924029	6.020355	6.116682	6.213008	6.309335	6.405662	6.501988	6.598315	6.694641	6.790968	6.887294	6.983620	7.079946	7.176273	7.272599	7.368925	7.465251	7.561576	7.657902	7.754228	7.850553	7.946878	8.043203	8.139528	8.235853	8.332177	8.428502	8.524826	8.621150	8.717473	8.813797	8.910120	9.006443	9.102766	9.199089	9.295412	9.391734	9.488056	9.584379	
Time=1.540000	0.048161	0.144484	0.240806	0.337128	0.433451	0.529774	0.626097	0.722419	0.818743	0.915066	1.011390	1.107714	1.204038	1.300362	1.396687	1.493011	1.589336	1.685661	1.781986	1.878312	1.974637	2.070963	2.167288	2.263614	2.359940	2.456266	2.552593	2.648919	2.745245	2.841571	2.937898	3.034224	3.130551	3.226877	3.323204	3.419531	3.515857	3.612184	3.708510	3.804837	3.901164	3.997490	4.093817	4.190143	4.286470	4.382797	4.479123	4.575450	4.671777	4.768103	4.864430	4.960756	5.057083	5.153409	5.249736	5.346062	5.442389	5.538715	5.635042	5.731368	5.827695	5.924021	6.020348	6.116674	6.213001	6.309327	6.405654	6.501980	6.598307	6.694633	6.790960	6.887286	6.983612	7.079938	7.176265	7.272591	7.368917	7.465243	7.561568	7.657894	7.754220	7.850545	7.946870	8.043195	8.139520	8.235844	8.332169	8.428493	8.524817	8.621141	8.717464	8.813787	8.910110	9.006433	9.102756	9.199078	9.295401	9.391723	9.488045	9.584367	
Time=1.550000	0.048161	0.144484	0.240806	0.337128	0.433450	0.529773	0.626096	0.722419	0.818742	0.915065	1.011389	1.107712	1.204036	1.300360	1.396685	1.493009	1.589334	1.685659	1.781984	1.878309	1.974635	2.070960	2.167286	2.263612	2.359938	2.456264	2.552590	2.648916	2.745242	2.841569	2.937895	3.034221	3.130548	3.226874	3.323201	3.419527	3.515854	3.612181	3.708507	3.804834	3.901160	3.997487	4.093813	4.190140	4.286466	4.382793	4.479119	4.575446	4.671772	4.768099	4.864425	4.960751	5.057078	5.153404	5.249730	5.346057	5.442383	5.538709	5.635036	5.731362	5.827688	5.924015	6.020341	6.116668	6.212994	6.309320	6.405647	6.501973	6.598299	6.694626	6.790952	6.887279	6.983605	7.079931	7.176257	7.272583	7.368909	7.465235	7.561561	7.657886	7.754212	7.850537	7.946862	8.043187	8.139512	8.235836	8.332160	8.428484	8.524808	8.621132	8.717455	8.813778	8.910101	9.006423	9.102746	9.199068	9.295390	9.391712	9.488033	9.584355	
Time=1.560000	0.048161	0.144483	0.240806	0.337128	0.433450	0.529773	0.626095	0.722418	0.818741	0.915064	1.011388	1.107711	1.204035	1.300359	1.396683	1.493008	1.589332	1.685657	1.781982	1.878307	1.974633	2.070958	2.167284	2.263609	2.359935	2.456261	2.552587	2.648913	2.745240	2.841566	2.937892	3.034219	3.130545	3.226872	3.323198	3.419525	3.515851	3.612178	3.708505	3.804831	3.901158	3.997484	4.093811	4.190137	4.286463	4.382790	4.479116	4.575443	4.671769	4.768095	4.864421	4.960748	5.057074	5.153400	5.249726	5.346052	5.442379	5.538705	5.635031	5.731357	5.827683	5.924010	6.020336	6.116662	6.212988	6.309315	6.405641	6.501967	6.598294	6.694620	6.790946	6.887273	6.983599	7.079925	7.176251	7.272577	7.368903	7.465229	7.561554	7.657880	7.754205	7.850531	7.946856	8.043180	8.139505	8.235829	8.332153	8.428477	8.524801	8.621124	8.717447	8.813770	8.910093	9.006415	9.102737	9.199059	9.295381	9.391702	9.488024	9.584345	
Time=1.570000	0.048161	0.144484	0.240806	0.337128	0.433450	0.529773	0.626095	0.722418	0.818741	0.915064	1.011388	1.107711	1.204035	1.300359	1.396683	1.493007	1.589332	1.685656	1.781981	1.878306	1.974631	2.070957	2.167282	2.263608	2.359934	2.456260	2.552586	2.648912	2.745238	2.841564	2.937890	3.034217	3.130543	3.226870	3.323196	3.419523	3.515849	3.612176	3.708503	3.804829	3.901156	3.997482	4.093809	4.190135	4.286461	4.382788	4.479114	4.575440	4.671767	4.768093	4.864419	4.960745	5.057071	5.153397	5.249724	5.346050	5.442376	5.538702	5.635028	5.731354	5.827680	5.924006	6.020333	6.116659	6.212985	6.309311	6.405638	6.501964	6.598290	6.694616	6.790943	6.887269	6.983595	7.079921	7.176247	7.272573	7.368899	7.465225	7.561550	7.657876	7.754201	7.850526	7.946851	8.043176	8.139500	8.235824	8.332148	8.428472	8.524795	8.621118	8.717441	8.813764	8.910087	9.006409	9.102731	9.199053	9.295374	9.391696	9.488017	9.584339	
Time=1.580000	0.048161	0.144484	0.240806	0.337128	0.433450	0.529773	0.626096	0.722419	0.818742	0.915065	1.011388	1.107711	1.204035	1.300359	1.396683	1.493007	1.589332	1.685656	1.781981	1.878306	1.974631	2.070956	2.167282	2.263607	2.359933	2.456259	2.552585	2.648911	2.745237	2.841563	2.937889	3.034216	3.130542	3.226869	3.323195	3.419522	3.515848	3.612175	3.708502	3.804828	3.901155	3.997481	4.093808	4.190134	4.286461	4.382787	4.479113	4.575440	4.671766	4.768092	4.864418	4.960744	5.057071	5.153397	5.249723	5.346049	5.442375	5.538701	5.635027	5.731353	5.827680	5.924006	6.020332	6.116658	6.212984	6.309311	6.405637	6.501963	6.598289	6.694616	6.790942	6.887268	6.983594	7.079920	7.176246	7.272572	7.368898	7.465223	7.561549	7.657874	7.754199	7.850524	7.946849	8.043174	8.139498	8.235822	8.332146	8.428469	8.524793	8.621116	8.717439	8.813762	8.910084	9.006406	9.102728	9.199050	9.295372	9.391693	9.488014	9.584336	
Time=1.590000	0.048161	0.144484	0.240806	0.337128	0.433451	0.529774	0.626096	0.722419	0.818742	0.915065	1.011389	1.107712	1.204036	1.300360	1.396684	1.493008	1.589332	1.685657	1.781981	1.878306	1.974631	2.070956	2.167282	2.263607	2.359933	2.456259	2.552584	2.648910	2.745237	2.841563	2.937889	3.034216	3.130542	3.226869	3.323195	3.419522	3.515848	3.612175	3.708502	3.804828	3.901155	3.997481	4.093808	4.190134	4.286461	4.382787	4.479114	4.575440	4.671767	4.768093	4.864419	4.960745	5.057072	5.153398	5.249724	5.346050	5.442376	5.538703	5.635029	5.731355	5.827681	5.924007	6.020334	6.116660	6.212986	6.309312	6.405639	6.501965	6.598291	6.694617	6.790944	6.887270	6.983596	7.079922	7.176248	7.272573	7.368899	7.465225	7.561550	7.657875	7.754200	7.850525	7.946850	8.043174	8.139499	8.235823	8.332146	8.428470	8.524794	8.621117	8.717439	8.813762	8.910085	9.006407	9.102729	9.199051	9.295373	9.391694	9.488016	9.584337	
Time=1.600000	0.048161	0.144484	0.240806	0.337129	0.433451	0.529774	0.626097	0.722420	0.818743	0.915066	1.011390	1.107713	1.204037	1.300361	1.396685	1.493009	1.589333	1.685658	1.781982	1.878307	1.974632	2.070957	2.167283	2.263608	2.359934	2.456259	2.552585	2.648911	2.745237	2.841564	2.937890	3.034216	3.130543	3.226869	3.323196	3.419522	3.515849	3.612176	3.708502	3.804829	3.901156	3.997482	4.093809	4.190136	4.286462	4.382789	4.479115	4.575442	4.671769	4.768095	4.864421	4.960748	5.057074	5.153401	5.249727	5.346053	5.442380	5.538706	5.635032	5.731359	5.827685	5.924011	6.020338	6.116664	6.212990	6.309317	6.405643	6.501969	6.598295	6.694622	6.790948	6.887274	6.983600	7.079926	7.176252	7.272578	7.368903	7.465229	7.561554	7.657879	7.754204	7.850529	7.946854	8.043178	8.139502	8.235826	8.332150	8.428474	8.524797	8.621120	8.717443	8.813766	8.910089	9.006411	9.102733	9.199056	9.295378	9.391699	9.488021	9.584343	
Time=1.610000	0.048161	0.144484	0.240807	0.337129	0.433452	0.529775	0.626098	0.722421	0.818744	0.915067	1.011391	1.107714	1.204038	1.300362	1.396686	1.493010	1.589334	1.685659	1.781984	1.878308	1.974634	2.070959	2.167284	2.263609	2.359935	2.456261	2.552587	2.648913	2.745239	2.841565	2.937891	3.034218	3.130544	3.226871	3.323197	3.419524	3.515851	3.612177	3.708504	3.804831	3.901158	3.997484	4.093811	4.190138	4.286465	4.382791	4.479118	4.575445	4.671771	4.768098	4.864425	4.960751	5.057078	5.153404	5.249731	5.346058	5.442384	5.538711	5.635037	5.731364	5.827690	5.924017	6.020343	6.116670	6.212996	6.309322	6.405649	6.501975	6.598302	6.694628	6.790954	6.887280	6.983606	7.079932	7.176258	7.272584	7.368909	7.465235	7.561560	7.657885	7.754210	7.850535	7.946859	8.043184	8.139508	8.235832	8.332156	8.428480	8.524804	8.621127	8.717450	8.813773	8.910096	9.006418	9.102741	9.199063	9.295385	9.391707	9.488029	9.584351	
Time=1.620000	0.048161	0.144484	0.240807	0.337129	0.433452	0.529775	0.626098	0.722421	0.818744	0.915068	1.011391	1.107715	1.204039	1.300363	1.396687	1.493011	1.589336	1.685660	1.781985	1.878310	1.974635	2.070960	2.167286	2.263611	2.359937	2.456262	2.552588	2.648914	2.745240	2.841567	2.937893	3.034219	3.130546	3.226872	3.323199	3.419526	3.515852	3.612179	3.708506	3.804833	3.901160	3.997486	4.093813	4.190140	4.286467	4.382794	4.479121	4.575448	4.671775	4.768101	4.864428	4.960755	5.057082	5.153409	5.249736	5.346062	5.442389	5.538716	5.635043	5.731369	5.827696	5.924023	6.020349	6.116676	6.213002	6.309329	6.405655	6.501982	6.598308	6.694634	6.790961	6.887287	6.983613	7.079939	7.176265	7.272590	7.368916	7.465241	7.561567	7.657892	7.754217	7.850542	7.946866	8.043191	8.139515	8.235839	8.332163	8.428487	8.524811	8.621134	8.717458	8.813781	8.910104	9.006427	9.102749	9.199072	9.295394	9.391717	9.488039	9.584361	
Time=1.630000	0.048161	0.144484	0.240807	0.337129	0.433452	0.529775	0.626098	0.722421	0.818744	0.915068	1.011392	1.107715	1.204039	1.300363	1.396688	1.493012	1.589336	1.685661	1.781986	1.878311	1.974636	2.070961	2.167287	2.263612	2.359938	2.456264	2.552590	2.648916	2.745242	2.841568	2.937894	3.034221	3.130547	3.226874	3.323200	3.419527	3.515854	3.612181	3.708507	3.804834	3.901161	3.997488	4.093815	4.190142	4.286469	4.382796	4.479123	4.575450	4.671777	4.768104	4.864431	4.960758	5.057085	5.153412	5.249739	5.346066	5.442393	5.538720	5.635047	5.731374	5.827701	5.924028	6.020354	6.116681	6.213008	6.309334	6.405661	6.501987	6.598314	6.694640	6.790966	6.887293	6.983619	7.079945	7.176271	7.272596	7.368922	7.465247	7.561573	7.657898	7.754223	7.850548	7.946873	8.043197	8.139522	8.235846	8.332170	8.428494	8.524818	8.621141	8.717465	8.813788	8.910111	9.006434	9.102757	9.199080	9.295402	9.391725	9.488047	9.584370	
Time=1.640000	0.048161	0.144484	0.240807	0.337129	0.433452	0.529775	0.626098	0.722421	0.818744	0.915068	1.011391	1.107715	1.204039	1.300363	1.396688	1.493012	1.589337	1.685661	1.781986	1.878311	1.974637	2.070962	2.167287	2.263613	2.359939	2.456265	2.552590	2.648916	2.745243	2.841569	2.937895	3.034222	3.130548	3.226875	3.323201	3.419528	3.515855	3.612181	3.708508	3.804835	3.901162	3.997489	4.093816	4.190143	4.286470	4.382797	4.479125	4.575452	4.671779	4.768106	4.864433	4.960760	5.057087	5.153415	5.249742	5.346069	5.442396	5.538723	5.635050	5.731377	5.827704	5.924031	6.020358	6.116684	6.213011	6.309338	6.405665	6.501991	6.598318	6.694644	6.790970	6.887297	6.983623	7.079949	7.176274	7.272600	7.368926	7.465251	7.561577	7.657902	7.754227	7.850552	7.946877	8.043202	8.139526	8.235850	8.332174	8.428499	8.524822	8.621146	8.717470	8.813793	8.910116	9.006439	9.102762	9.199085	9.295408	9.391730	9.488053	9.584375	
