             	node1  X	node2  X	node3  X	node4  X	node5  X	node6  X	node7  X	node8  X	node9  X	node10 X	node11 X	node12 X	node13 X	node14 X	node15 X	node16 X	node17 X	node18 X	node19 X	node20 X	node21 X	node22 X	node23 X	node24 X	node25 X	node26 X	node27 X	node28 X	node29 X	node30 X	node31 X	node32 X	node33 X	node34 X	node35 X	node36 X	node37 X	node38 X	node39 X	node40 X	node41 X	node42 X	node43 X	node44 X	node45 X	node46 X	node47 X	node48 X	node49 X	node50 X	node51 X	node52 X	node53 X	node54 X	node55 X	node56 X	node57 X	node58 X	node59 X	node60 X	node61 X	node62 X	node63 X	node64 X	node65 X	node66 X	node67 X	node68 X	node69 X	node70 X	node71 X	node72 X	node73 X	node74 X	node75 X	node76 X	node77 X	node78 X	node79 X	node80 X	node81 X	node82 X	node83 X	node84 X	node85 X	node86 X	node87 X	node88 X	node89 X	node90 X	node91 X	node92 X	node93 X	node94 X	node95 X	node96 X	node97 X	node98 X	node99 X	node100X	
Time=0.770000	0.000373	0.001117	0.001854	0.002584	0.003302	0.004006	0.004696	0.005370	0.006026	0.006664	0.007283	0.007883	0.008464	0.009025	0.009567	0.010090	0.010593	0.011078	0.011544	0.011992	0.012424	0.012838	0.013237	0.013620	0.013988	0.014343	0.014683	0.015010	0.015325	0.015627	0.015918	0.016196	0.016463	0.016718	0.016960	0.017191	0.017410	0.017616	0.017809	0.017988	0.018153	0.018303	0.018439	0.018559	0.018662	0.018749	0.018819	0.018872	0.018907	0.018924	0.018924	0.018906	0.018869	0.018816	0.018745	0.018657	0.018553	0.018433	0.018297	0.018147	0.017981	0.017803	0.017610	0.017405	0.017187	0.016957	0.016715	0.016461	0.016195	0.015918	0.015629	0.015327	0.015014	0.014687	0.014347	0.013993	0.013625	0.013242	0.012844	0.012429	0.011998	0.011549	0.011082	0.010597	0.010093	0.009570	0.009028	0.008466	0.007885	0.007284	0.006664	0.006026	0.005369	0.004695	0.004006	0.003301	0.002583	0.001854	0.001116	0.000373	
Time=0.780000	0.000369	0.001105	0.001836	0.002558	0.003270	0.003970	0.004655	0.005325	0.005979	0.006616	0.007236	0.007838	0.008421	0.008986	0.009533	0.010061	0.010571	0.011062	0.011536	0.011992	0.012431	0.012852	0.013257	0.013646	0.014019	0.014376	0.014718	0.015046	0.015359	0.015658	0.015943	0.016214	0.016472	0.016717	0.016948	0.017165	0.017369	0.017560	0.017737	0.017900	0.018049	0.018184	0.018305	0.018411	0.018502	0.018578	0.018639	0.018685	0.018716	0.018731	0.018730	0.018714	0.018683	0.018637	0.018575	0.018498	0.018407	0.018300	0.018179	0.018044	0.017895	0.017732	0.017556	0.017365	0.017162	0.016945	0.016714	0.016471	0.016213	0.015943	0.015658	0.015360	0.015048	0.014721	0.014379	0.014022	0.013650	0.013261	0.012857	0.012435	0.011997	0.011541	0.011067	0.010575	0.010065	0.009537	0.008990	0.008425	0.007841	0.007239	0.006619	0.005981	0.005327	0.004657	0.003971	0.003271	0.002559	0.001836	0.001106	0.000369	
Time=0.790000	0.000363	0.001089	0.001809	0.002522	0.003224	0.003916	0.004595	0.005260	0.005910	0.006545	0.007165	0.007768	0.008354	0.008924	0.009477	0.010013	0.010532	0.011033	0.011518	0.011985	0.012434	0.012867	0.013282	0.013680	0.014061	0.014426	0.014773	0.015104	0.015418	0.015717	0.015998	0.016264	0.016514	0.016749	0.016968	0.017172	0.017361	0.017535	0.017695	0.017840	0.017972	0.018089	0.018193	0.018283	0.018361	0.018425	0.018475	0.018514	0.018539	0.018551	0.018551	0.018538	0.018513	0.018475	0.018423	0.018359	0.018282	0.018191	0.018087	0.017970	0.017838	0.017693	0.017533	0.017359	0.017170	0.016966	0.016747	0.016513	0.016263	0.015997	0.015716	0.015418	0.015104	0.014773	0.014426	0.014062	0.013682	0.013284	0.012869	0.012437	0.011988	0.011521	0.011038	0.010536	0.010018	0.009482	0.008930	0.008360	0.007773	0.007170	0.006550	0.005915	0.005264	0.004599	0.003919	0.003227	0.002524	0.001811	0.001090	0.000364	
Time=0.800000	0.000357	0.001071	0.001780	0.002481	0.003174	0.003857	0.004529	0.005188	0.005834	0.006467	0.007086	0.007690	0.008280	0.008855	0.009414	0.009958	0.010486	0.010998	0.011493	0.011971	0.012433	0.012877	0.013303	0.013712	0.014103	0.014475	0.014829	0.015165	0.015482	0.015781	0.016061	0.016324	0.016568	0.016794	0.017004	0.017196	0.017372	0.017532	0.017676	0.017806	0.017922	0.018024	0.018113	0.018189	0.018254	0.018307	0.018349	0.018380	0.018401	0.018411	0.018411	0.018401	0.018381	0.018350	0.018308	0.018255	0.018191	0.018114	0.018025	0.017923	0.017807	0.017677	0.017533	0.017372	0.017196	0.017003	0.016794	0.016567	0.016322	0.016060	0.015779	0.015481	0.015163	0.014828	0.014474	0.014102	0.013712	0.013303	0.012877	0.012434	0.011973	0.011495	0.011001	0.010490	0.009963	0.009419	0.008861	0.008286	0.007697	0.007092	0.006474	0.005841	0.005194	0.004534	0.003862	0.003179	0.002485	0.001782	0.001073	0.000358	
Time=0.810000	0.000352	0.001055	0.001754	0.002447	0.003131	0.003806	0.004471	0.005125	0.005768	0.006398	0.007016	0.007622	0.008214	0.008792	0.009357	0.009907	0.010442	0.010962	0.011467	0.011954	0.012425	0.012879	0.013315	0.013732	0.014130	0.014510	0.014870	0.015210	0.015530	0.015830	0.016110	0.016371	0.016612	0.016834	0.017037	0.017222	0.017389	0.017540	0.017675	0.017795	0.017900	0.017992	0.018071	0.018139	0.018195	0.018241	0.018277	0.018304	0.018321	0.018330	0.018331	0.018322	0.018305	0.018279	0.018244	0.018198	0.018142	0.018075	0.017996	0.017904	0.017799	0.017679	0.017543	0.017392	0.017224	0.017038	0.016834	0.016612	0.016370	0.016109	0.015829	0.015528	0.015208	0.014867	0.014508	0.014128	0.013730	0.013313	0.012878	0.012425	0.011955	0.011468	0.010965	0.010446	0.009911	0.009362	0.008798	0.008220	0.007628	0.007023	0.006405	0.005775	0.005132	0.004478	0.003812	0.003136	0.002451	0.001757	0.001057	0.000353	
Time=0.820000	0.000349	0.001046	0.001738	0.002425	0.003104	0.003775	0.004435	0.005086	0.005726	0.006355	0.006972	0.007578	0.008171	0.008751	0.009318	0.009871	0.010410	0.010934	0.011443	0.011936	0.012411	0.012870	0.013310	0.013732	0.014135	0.014518	0.014881	0.015224	0.015546	0.015848	0.016129	0.016391	0.016631	0.016853	0.017055	0.017239	0.017404	0.017553	0.017686	0.017803	0.017906	0.017996	0.018073	0.018138	0.018192	0.018236	0.018271	0.018297	0.018314	0.018323	0.018323	0.018315	0.018299	0.018274	0.018240	0.018197	0.018143	0.018078	0.018001	0.017912	0.017809	0.017691	0.017558	0.017409	0.017242	0.017058	0.016855	0.016633	0.016391	0.016130	0.015848	0.015545	0.015223	0.014879	0.014516	0.014133	0.013730	0.013309	0.012869	0.012411	0.011936	0.011444	0.010936	0.010413	0.009874	0.009322	0.008755	0.008175	0.007583	0.006978	0.006360	0.005732	0.005091	0.004440	0.003779	0.003108	0.002428	0.001741	0.001047	0.000350	
Time=0.830000	0.000349	0.001044	0.001736	0.002421	0.003099	0.003769	0.004428	0.005078	0.005717	0.006345	0.006961	0.007566	0.008158	0.008737	0.009303	0.009855	0.010393	0.010916	0.011424	0.011916	0.012390	0.012848	0.013288	0.013709	0.014111	0.014495	0.014858	0.015202	0.015526	0.015829	0.016113	0.016377	0.016622	0.016847	0.017054	0.017242	0.017414	0.017568	0.017707	0.017830	0.017939	0.018034	0.018117	0.018187	0.018247	0.018295	0.018333	0.018361	0.018380	0.018390	0.018390	0.018382	0.018364	0.018336	0.018299	0.018251	0.018192	0.018122	0.018040	0.017945	0.017836	0.017712	0.017574	0.017419	0.017247	0.017058	0.016851	0.016625	0.016380	0.016115	0.015831	0.015527	0.015203	0.014859	0.014495	0.014112	0.013709	0.013288	0.012848	0.012391	0.011916	0.011425	0.010918	0.010395	0.009857	0.009305	0.008739	0.008160	0.007568	0.006964	0.006348	0.005720	0.005081	0.004431	0.003771	0.003101	0.002423	0.001737	0.001045	0.000349	
Time=0.840000	0.000351	0.001051	0.001746	0.002436	0.003117	0.003789	0.004451	0.005102	0.005742	0.006369	0.006984	0.007587	0.008176	0.008751	0.009313	0.009860	0.010392	0.010909	0.011410	0.011895	0.012364	0.012815	0.013249	0.013665	0.014063	0.014443	0.014805	0.015148	0.015472	0.015778	0.016066	0.016335	0.016586	0.016820	0.017036	0.017236	0.017419	0.017586	0.017737	0.017874	0.017996	0.018104	0.018199	0.018281	0.018351	0.018408	0.018453	0.018487	0.018510	0.018521	0.018522	0.018511	0.018489	0.018456	0.018411	0.018354	0.018285	0.018204	0.018109	0.018001	0.017879	0.017743	0.017591	0.017424	0.017241	0.017042	0.016825	0.016591	0.016340	0.016070	0.015782	0.015476	0.015151	0.014808	0.014446	0.014066	0.013667	0.013251	0.012817	0.012365	0.011896	0.011411	0.010910	0.010393	0.009860	0.009313	0.008751	0.008176	0.007586	0.006984	0.006369	0.005741	0.005101	0.004450	0.003788	0.003116	0.002435	0.001746	0.001050	0.000351	
Time=0.850000	0.000355	0.001064	0.001767	0.002464	0.003152	0.003830	0.004497	0.005151	0.005792	0.006420	0.007033	0.007633	0.008217	0.008787	0.009341	0.009880	0.010402	0.010909	0.011400	0.011875	0.012333	0.012774	0.013199	0.013608	0.013999	0.014374	0.014732	0.015074	0.015399	0.015708	0.016001	0.016278	0.016539	0.016784	0.017013	0.017227	0.017426	0.017610	0.017779	0.017934	0.018074	0.018199	0.018310	0.018407	0.018491	0.018560	0.018615	0.018656	0.018684	0.018698	0.018698	0.018685	0.018657	0.018616	0.018561	0.018493	0.018410	0.018313	0.018202	0.018077	0.017938	0.017784	0.017615	0.017432	0.017233	0.017019	0.016790	0.016545	0.016285	0.016008	0.015715	0.015406	0.015081	0.014739	0.014380	0.014005	0.013612	0.013203	0.012778	0.012336	0.011877	0.011401	0.010910	0.010402	0.009879	0.009339	0.008784	0.008214	0.007629	0.007030	0.006416	0.005788	0.005147	0.004493	0.003827	0.003150	0.002462	0.001766	0.001063	0.000355	
Time=0.860000	0.000360	0.001079	0.001793	0.002499	0.003196	0.003880	0.004552	0.005210	0.005853	0.006481	0.007093	0.007689	0.008268	0.008831	0.009377	0.009906	0.010418	0.010914	0.011393	0.011856	0.012303	0.012734	0.013149	0.013549	0.013934	0.014304	0.014659	0.015000	0.015327	0.015640	0.015939	0.016224	0.016496	0.016754	0.016998	0.017228	0.017444	0.017646	0.017834	0.018007	0.018166	0.018310	0.018438	0.018551	0.018649	0.018730	0.018796	0.018845	0.018878	0.018894	0.018894	0.018878	0.018845	0.018796	0.018731	0.018650	0.018553	0.018440	0.018312	0.018169	0.018011	0.017838	0.017651	0.017450	0.017234	0.017004	0.016761	0.016504	0.016233	0.015948	0.015649	0.015336	0.015009	0.014668	0.014312	0.013941	0.013556	0.013155	0.012738	0.012306	0.011858	0.011394	0.010914	0.010417	0.009904	0.009374	0.008827	0.008264	0.007684	0.007088	0.006476	0.005848	0.005205	0.004547	0.003876	0.003192	0.002496	0.001791	0.001078	0.000360	
Time=0.870000	0.000365	0.001094	0.001817	0.002531	0.003235	0.003926	0.004602	0.005264	0.005908	0.006536	0.007146	0.007739	0.008313	0.008870	0.009408	0.009929	0.010432	0.010918	0.011388	0.011841	0.012279	0.012702	0.013110	0.013504	0.013884	0.014251	0.014605	0.014947	0.015277	0.015595	0.015901	0.016195	0.016476	0.016746	0.017004	0.017249	0.017480	0.017699	0.017903	0.018093	0.018268	0.018427	0.018570	0.018697	0.018806	0.018898	0.018972	0.019028	0.019066	0.019084	0.019084	0.019066	0.019028	0.018973	0.018899	0.018807	0.018698	0.018572	0.018429	0.018270	0.018096	0.017907	0.017703	0.017486	0.017255	0.017011	0.016754	0.016485	0.016203	0.015910	0.015604	0.015287	0.014957	0.014615	0.014260	0.013892	0.013511	0.013116	0.012707	0.012283	0.011844	0.011390	0.010919	0.010432	0.009927	0.009406	0.008866	0.008309	0.007734	0.007142	0.006531	0.005903	0.005258	0.004597	0.003921	0.003231	0.002528	0.001814	0.001092	0.000365	
Time=0.880000	0.000368	0.001102	0.001830	0.002550	0.003258	0.003952	0.004632	0.005295	0.005940	0.006568	0.007177	0.007768	0.008339	0.008892	0.009426	0.009942	0.010440	0.010921	0.011386	0.011835	0.012268	0.012688	0.013093	0.013485	0.013865	0.014232	0.014588	0.014933	0.015267	0.015590	0.015903	0.016204	0.016495	0.016774	0.017042	0.017297	0.017540	0.017770	0.017985	0.018186	0.018372	0.018542	0.018695	0.018830	0.018948	0.019047	0.019126	0.019187	0.019227	0.019247	0.019247	0.019227	0.019187	0.019127	0.019048	0.018949	0.018832	0.018697	0.018545	0.018376	0.018191	0.017990	0.017775	0.017546	0.017304	0.017049	0.016782	0.016503	0.016213	0.015911	0.015599	0.015276	0.014942	0.014597	0.014240	0.013872	0.013492	0.013099	0.012693	0.012273	0.011838	0.011389	0.010923	0.010441	0.009942	0.009425	0.008890	0.008337	0.007765	0.007174	0.006565	0.005937	0.005291	0.004628	0.003949	0.003255	0.002548	0.001829	0.001101	0.000368	
Time=0.890000	0.000368	0.001102	0.001830	0.002550	0.003258	0.003952	0.004631	0.005294	0.005940	0.006567	0.007176	0.007766	0.008338	0.008891	0.009425	0.009942	0.010441	0.010924	0.011390	0.011841	0.012277	0.012699	0.013107	0.013503	0.013887	0.014259	0.014620	0.014969	0.015308	0.015637	0.015955	0.016262	0.016558	0.016843	0.017116	0.017377	0.017625	0.017859	0.018080	0.018285	0.018475	0.018648	0.018804	0.018943	0.019063	0.019164	0.019245	0.019307	0.019348	0.019369	0.019369	0.019349	0.019308	0.019247	0.019167	0.019066	0.018947	0.018809	0.018653	0.018480	0.018291	0.018086	0.017866	0.017632	0.017384	0.017123	0.016850	0.016566	0.016269	0.015962	0.015644	0.015316	0.014976	0.014626	0.014265	0.013893	0.013509	0.013112	0.012703	0.012281	0.011844	0.011393	0.010926	0.010444	0.009944	0.009427	0.008892	0.008339	0.007767	0.007176	0.006567	0.005939	0.005294	0.004631	0.003952	0.003257	0.002549	0.001830	0.001102	0.000368	
Time=0.900000	0.000365	0.001093	0.001816	0.002530	0.003233	0.003924	0.004600	0.005261	0.005905	0.006533	0.007143	0.007736	0.008311	0.008868	0.009408	0.009931	0.010437	0.010928	0.011402	0.011862	0.012307	0.012738	0.013156	0.013561	0.013953	0.014333	0.014701	0.015057	0.015402	0.015736	0.016057	0.016368	0.016666	0.016952	0.017225	0.017486	0.017732	0.017965	0.018183	0.018385	0.018572	0.018742	0.018895	0.019031	0.019148	0.019246	0.019326	0.019386	0.019426	0.019446	0.019447	0.019427	0.019388	0.019329	0.019250	0.019153	0.019036	0.018901	0.018749	0.018579	0.018393	0.018190	0.017972	0.017740	0.017493	0.017232	0.016959	0.016672	0.016374	0.016063	0.015741	0.015407	0.015062	0.014706	0.014337	0.013957	0.013565	0.013160	0.012742	0.012311	0.011866	0.011406	0.010932	0.010442	0.009935	0.009412	0.008872	0.008315	0.007740	0.007147	0.006537	0.005909	0.005264	0.004603	0.003927	0.003236	0.002532	0.001817	0.001094	0.000365	
Time=0.910000	0.000360	0.001078	0.001791	0.002496	0.003191	0.003875	0.004547	0.005204	0.005847	0.006475	0.007088	0.007685	0.008266	0.008831	0.009381	0.009915	0.010434	0.010938	0.011426	0.011900	0.012359	0.012804	0.013236	0.013653	0.014057	0.014448	0.014825	0.015189	0.015540	0.015877	0.016201	0.016512	0.016809	0.017093	0.017362	0.017617	0.017857	0.018082	0.018291	0.018485	0.018663	0.018824	0.018969	0.019096	0.019206	0.019298	0.019372	0.019428	0.019465	0.019484	0.019485	0.019467	0.019431	0.019376	0.019303	0.019212	0.019103	0.018976	0.018832	0.018671	0.018493	0.018299	0.018090	0.017864	0.017624	0.017369	0.017099	0.016815	0.016517	0.016206	0.015881	0.015544	0.015192	0.014828	0.014451	0.014060	0.013656	0.013239	0.012808	0.012363	0.011904	0.011431	0.010943	0.010440	0.009922	0.009388	0.008839	0.008273	0.007692	0.007095	0.006483	0.005854	0.005211	0.004553	0.003881	0.003196	0.002500	0.001793	0.001080	0.000360	
Time=0.920000	0.000354	0.001060	0.001762	0.002457	0.003144	0.003821	0.004487	0.005141	0.005783	0.006412	0.007028	0.007631	0.008220	0.008796	0.009358	0.009905	0.010439	0.010958	0.011464	0.011954	0.012430	0.012892	0.013339	0.013771	0.014188	0.014590	0.014977	0.015348	0.015704	0.016045	0.016370	0.016680	0.016973	0.017251	0.017513	0.017759	0.017989	0.018203	0.018401	0.018583	0.018748	0.018897	0.019030	0.019146	0.019246	0.019329	0.019396	0.019446	0.019480	0.019497	0.019498	0.019482	0.019449	0.019400	0.019334	0.019251	0.019152	0.019037	0.018905	0.018756	0.018591	0.018409	0.018211	0.017997	0.017766	0.017520	0.017257	0.016979	0.016684	0.016374	0.016049	0.015708	0.015351	0.014980	0.014593	0.014191	0.013774	0.013343	0.012896	0.012435	0.011960	0.011470	0.010966	0.010447	0.009914	0.009367	0.008805	0.008230	0.007641	0.007038	0.006422	0.005792	0.005150	0.004495	0.003828	0.003150	0.002462	0.001766	0.001063	0.000355	
Time=0.930000	0.000349	0.001046	0.001739	0.002426	0.003106	0.003777	0.004439	0.005092	0.005734	0.006365	0.006986	0.007595	0.008193	0.008778	0.009352	0.009913	0.010461	0.010996	0.011517	0.012024	0.012516	0.012993	0.013454	0.013900	0.014329	0.014741	0.015136	0.015515	0.015875	0.016218	0.016543	0.016850	0.017140	0.017411	0.017665	0.017902	0.018121	0.018323	0.018508	0.018677	0.018829	0.018965	0.019085	0.019190	0.019279	0.019354	0.019413	0.019457	0.019487	0.019502	0.019503	0.019488	0.019460	0.019416	0.019358	0.019284	0.019195	0.019091	0.018971	0.018836	0.018683	0.018515	0.018330	0.018127	0.017908	0.017671	0.017417	0.017145	0.016855	0.016548	0.016222	0.015879	0.015519	0.015141	0.014746	0.014334	0.013905	0.013460	0.012999	0.012522	0.012031	0.011525	0.011004	0.010470	0.009923	0.009362	0.008789	0.008203	0.007606	0.006996	0.006375	0.005744	0.005101	0.004448	0.003785	0.003112	0.002431	0.001743	0.001048	0.000350	
Time=0.940000	0.000347	0.001040	0.001729	0.002413	0.003091	0.003760	0.004422	0.005075	0.005719	0.006354	0.006979	0.007594	0.008199	0.008794	0.009377	0.009949	0.010508	0.011054	0.011587	0.012106	0.012610	0.013099	0.013571	0.014026	0.014464	0.014884	0.015285	0.015668	0.016031	0.016375	0.016699	0.017004	0.017290	0.017556	0.017804	0.018032	0.018242	0.018434	0.018609	0.018767	0.018908	0.019034	0.019144	0.019239	0.019320	0.019387	0.019439	0.019479	0.019505	0.019519	0.019519	0.019506	0.019480	0.019441	0.019389	0.019323	0.019243	0.019148	0.019038	0.018913	0.018772	0.018614	0.018440	0.018247	0.018037	0.017809	0.017562	0.017296	0.017010	0.016705	0.016381	0.016037	0.015674	0.015292	0.014891	0.014471	0.014034	0.013579	0.013107	0.012619	0.012115	0.011597	0.011064	0.010518	0.009959	0.009387	0.008804	0.008210	0.007605	0.006989	0.006363	0.005728	0.005083	0.004429	0.003767	0.003096	0.002418	0.001732	0.001042	0.000348	
Time=0.950000	0.000349	0.001045	0.001738	0.002425	0.003106	0.003780	0.004446	0.005103	0.005752	0.006391	0.007021	0.007642	0.008252	0.008852	0.009441	0.010019	0.010584	0.011137	0.011675	0.012200	0.012710	0.013203	0.013680	0.014140	0.014581	0.015004	0.015408	0.015792	0.016156	0.016500	0.016824	0.017127	0.017410	0.017673	0.017917	0.018140	0.018346	0.018532	0.018701	0.018853	0.018988	0.019108	0.019212	0.019302	0.019378	0.019440	0.019489	0.019526	0.019550	0.019562	0.019562	0.019550	0.019526	0.019490	0.019441	0.019379	0.019303	0.019214	0.019110	0.018991	0.018856	0.018704	0.018536	0.018350	0.018145	0.017922	0.017679	0.017417	0.017134	0.016832	0.016509	0.016165	0.015801	0.015418	0.015014	0.014592	0.014150	0.013691	0.013214	0.012720	0.012211	0.011686	0.011147	0.010595	0.010029	0.009451	0.008862	0.008261	0.007650	0.007029	0.006399	0.005758	0.005109	0.004451	0.003785	0.003110	0.002428	0.001740	0.001046	0.000349	
Time=0.960000	0.000354	0.001062	0.001766	0.002464	0.003155	0.003838	0.004512	0.005177	0.005833	0.006479	0.007114	0.007739	0.008352	0.008955	0.009546	0.010124	0.010689	0.011242	0.011780	0.012303	0.012811	0.013303	0.013778	0.014235	0.014675	0.015096	0.015498	0.015880	0.016243	0.016586	0.016908	0.017211	0.017493	0.017756	0.017999	0.018222	0.018427	0.018614	0.018783	0.018934	0.019070	0.019189	0.019294	0.019383	0.019459	0.019521	0.019570	0.019607	0.019631	0.019643	0.019643	0.019631	0.019606	0.019570	0.019521	0.019459	0.019383	0.019294	0.019190	0.019071	0.018936	0.018785	0.018617	0.018431	0.018227	0.018004	0.017762	0.017501	0.017219	0.016918	0.016596	0.016254	0.015892	0.015510	0.015108	0.014688	0.014248	0.013791	0.013315	0.012823	0.012315	0.011791	0.011253	0.010700	0.010134	0.009555	0.008963	0.008360	0.007746	0.007120	0.006484	0.005838	0.005181	0.004515	0.003840	0.003157	0.002465	0.001767	0.001063	0.000355	
Time=0.970000	0.000363	0.001088	0.001809	0.002523	0.003230	0.003927	0.004614	0.005290	0.005955	0.006608	0.007249	0.007877	0.008492	0.009095	0.009683	0.010258	0.010819	0.011365	0.011897	0.012412	0.012912	0.013396	0.013863	0.014313	0.014746	0.015160	0.015557	0.015934	0.016293	0.016634	0.016955	0.017257	0.017541	0.017805	0.018051	0.018278	0.018488	0.018680	0.018854	0.019012	0.019153	0.019278	0.019388	0.019483	0.019564	0.019630	0.019683	0.019722	0.019748	0.019761	0.019760	0.019747	0.019721	0.019682	0.019629	0.019563	0.019483	0.019388	0.019279	0.019154	0.019014	0.018857	0.018683	0.018492	0.018284	0.018058	0.017813	0.017549	0.017267	0.016966	0.016645	0.016306	0.015947	0.015570	0.015174	0.014760	0.014327	0.013877	0.013410	0.012926	0.012425	0.011908	0.011376	0.010829	0.010267	0.009692	0.009102	0.008499	0.007882	0.007253	0.006612	0.005958	0.005293	0.004616	0.003928	0.003231	0.002524	0.001809	0.001089	0.000363	
Time=0.980000	0.000374	0.001120	0.001862	0.002596	0.003320	0.004034	0.004736	0.005425	0.006100	0.006762	0.007408	0.008039	0.008655	0.009256	0.009841	0.010410	0.010963	0.011500	0.012021	0.012525	0.013013	0.013485	0.013940	0.014379	0.014800	0.015205	0.015593	0.015964	0.016318	0.016655	0.016975	0.017277	0.017562	0.017830	0.018082	0.018316	0.018533	0.018734	0.018918	0.019086	0.019237	0.019373	0.019493	0.019598	0.019687	0.019761	0.019819	0.019864	0.019893	0.019908	0.019908	0.019893	0.019864	0.019820	0.019761	0.019688	0.019599	0.019495	0.019375	0.019240	0.019089	0.018922	0.018739	0.018539	0.018323	0.018090	0.017840	0.017572	0.017288	0.016986	0.016667	0.016331	0.015978	0.015607	0.015219	0.014814	0.014392	0.013954	0.013498	0.013026	0.012537	0.012032	0.011510	0.010972	0.010418	0.009848	0.009262	0.008661	0.008044	0.007412	0.006764	0.006103	0.005427	0.004737	0.004035	0.003321	0.002596	0.001862	0.001120	0.000374	
Time=0.990000	0.000385	0.001152	0.001914	0.002668	0.003411	0.004142	0.004859	0.005561	0.006247	0.006917	0.007569	0.008203	0.008820	0.009419	0.009999	0.010562	0.011107	0.011634	0.012144	0.012637	0.013112	0.013571	0.014014	0.014440	0.014850	0.015244	0.015623	0.015986	0.016334	0.016667	0.016985	0.017287	0.017575	0.017847	0.018104	0.018346	0.018573	0.018784	0.018979	0.019159	0.019323	0.019471	0.019603	0.019719	0.019818	0.019901	0.019968	0.020018	0.020052	0.020069	0.020069	0.020053	0.020020	0.019970	0.019904	0.019822	0.019723	0.019608	0.019477	0.019329	0.019166	0.018987	0.018792	0.018582	0.018356	0.018114	0.017858	0.017586	0.017299	0.016997	0.016679	0.016347	0.015999	0.015635	0.015257	0.014862	0.014452	0.014025	0.013582	0.013123	0.012647	0.012154	0.011643	0.011115	0.010569	0.010006	0.009424	0.008825	0.008208	0.007572	0.006920	0.006250	0.005563	0.004861	0.004144	0.003412	0.002669	0.001915	0.001152	0.000385	
Time=1.000000	0.000394	0.001179	0.001959	0.002730	0.003489	0.004234	0.004964	0.005677	0.006373	0.007050	0.007708	0.008346	0.008964	0.009562	0.010140	0.010699	0.011238	0.011758	0.012259	0.012742	0.013208	0.013656	0.014088	0.014504	0.014904	0.015289	0.015660	0.016017	0.016360	0.016689	0.017005	0.017308	0.017597	0.017873	0.018135	0.018384	0.018619	0.018839	0.019045	0.019235	0.019410	0.019569	0.019712	0.019838	0.019947	0.020039	0.020113	0.020168	0.020206	0.020225	0.020226	0.020208	0.020172	0.020117	0.020045	0.019954	0.019846	0.019721	0.019579	0.019420	0.019246	0.019056	0.018851	0.018631	0.018396	0.018148	0.017886	0.017610	0.017320	0.017017	0.016701	0.016372	0.016028	0.015671	0.015300	0.014914	0.014513	0.014097	0.013665	0.013216	0.012750	0.012266	0.011765	0.011244	0.010705	0.010146	0.009568	0.008969	0.008351	0.007712	0.007054	0.006377	0.005681	0.004967	0.004236	0.003491	0.002731	0.001960	0.001180	0.000394	
